name,Base Note,Department,Heart/Middle Note,link,Scents/Notes,Size,Top Note,price,concentration
AMOUAGE Reflection,"sandalwood,amber,cedar",Women,"magnolia,jasmine",https://www.noon.com/uae-en/reflection-edp-100ml/N11803435A/p?o=c27e256be6bb508b,Floral,100ml,"freesia,green,waterviolet",578.95,EDP
AMOUAGE ReflectionSpray,"oriental,warm,noble,cedar,sandal,amber",Women,"splendidmagnolia,jasmineblossom",https://www.noon.com/uae-en/reflection-edp-spray-100ml/N11756271A/p?o=f20e143ede279edb,Floral,100ml,,580.7,EDP
AMOUAGE Silver,"tonka,amber,vanilla,vetivar,elemiresin",Men,"pepper,cerali,nedor",https://www.noon.com/uae-en/silver-edp-100ml/N14790137A/p?o=f2015b591104b0ba,Oriental,100ml,"aldehydes,orange,mandarin,sea",520.0,EDP
AMOUAGE Silver,"sandalwood,amber,patchouli,musk,vetiver,incense",Men,"orchid,jasmine,heliotrope,ylangylangg,rose",https://www.noon.com/uae-en/silver-edp-50ml/N37566983A/p?o=da1bcdddef76d90e,Woody,50ml,,1054.0,EDP
AMOUAGE Sunshine,"juniper,patchouli,papyrus,whitetobacco",Women,"osmanthus,jasmine,magnolia,vanilla",https://www.noon.com/uae-en/sunshine-edp-100ml/N27423748A/p?o=a9f730258b330e8d,Oriental,100ml,"artemisia,blackcurrant,almond",709.65,EDP
AMOUAGE Sunshine,"cedarwood,tonka,vanilla",Men,"bergamot,juniperberry,clarysage",https://www.noon.com/uae-en/sunshine-edp-100ml/N11201618A/p?o=e724a7b75901c80e,Fruity,100ml,"lavender,orangebrandy,everlastingflower",483.7,EDP
AMOUAGE The Library Collection Opus V,"agarwood,civet,drywood",Women,"orrisconcrete,rose,jasmine",https://www.noon.com/uae-en/the-library-collection-opus-v-edp-100ml/N21408276A/p?o=b5f3cebaa6d53f3d,Arabian,100ml,"orrisabsolute,rhum",639.0,EDP
AMOUAGE The Library Collection Opus V,"agarwood,civet,drywood",Unisex,"orrisconcrete,rose,jasmine",https://www.noon.com/uae-en/the-library-collection-opus-v-edp-100ml/N13784938A/p?o=fbfba6eaf43660cb,Arabian,100ml,"orrisabsolute,rum",669.0,EDP
AMWAAJ Al Asayel,"sandalwood,vanilla",Women,"lily,heliotrope",https://www.noon.com/uae-en/al-asayel-edp-100ml/N40055517A/p?o=d4bdf1230657ed2a,Arabian,100ml,,43.0,EDP
AMWAAJ Al Hareem,"vanilla,musk",Women,"jasmine,tuberoise",https://www.noon.com/uae-en/al-hareem-edp-100ml/N40055518A/p?o=e1bcb5660958763d,Arabian,100ml,,43.0,EDP
AMWAAJ Al Khayaal,"oakmoss,firresin,cedar",Women,"amberwood,ambergris",https://www.noon.com/uae-en/al-khayaal-edp-100ml/N40055520A/p?o=c179125e11b7b67c,Arabian,100ml,,33.6,EDP
AMWAAJ Al Malak Al Abiyedh,"incense,amber",Men,"geranium,bemzoin",https://www.noon.com/uae-en/al-malak-al-abiyedh-edp-100ml/N40055522A/p?o=f62d748e6f12babb,Arabian,100ml,,43.0,EDP
AMWAAJ Al Malak Al Abiyedh,"vanilla,amber",Women,"musk,rose",https://www.noon.com/uae-en/al-malak-al-abiyedh-edp-100ml/N40055521A/p?o=ac51b65c1f9774de,Arabian,100ml,,30.0,EDP
AMWAAJ Al Maqaam,"patchouli,musk",Men,"amber,patchouli",https://www.noon.com/uae-en/al-maqaam-edp-100ml/N40055523A/p?o=ff86bceb93de8b0a,Arabian,100ml,,43.0,EDP
AMWAAJ Alhulm Alabyd,musk,Men,whiteamber,https://www.noon.com/uae-en/alhulm-alabyd-edp-100ml/N40055519A/p?o=c4f272498d04c88a,Arabian,100ml,,43.0,EDP
AMWAAJ Aroosat Khaleej,"musk,vanilla,tonka,caramel",Men,"lily,redberries,cottoncandy",https://www.noon.com/uae-en/aroosat-khaleej-edp-100ml/N40055524A/p?o=c695edf97b86b47d,Arabian,100ml,,34.0,EDP
AMWAAJ Attar Al Rooh,"amber,woodynotes",Men,"patchouli,rose",https://www.noon.com/uae-en/attar-al-rooh-edp-100ml/N40055525A/p?o=aa4036af188e370c,Arabian,100ml,,43.0,EDP
AMWAAJ Attar Al Rooh,"cedar,tonka",Women,"tiare,freesia",https://www.noon.com/uae-en/attar-al-rooh-edp-100ml/N40055526A/p?o=d3c8ab56ae9ee63f,Arabian,100ml,,43.0,EDP
AMWAAJ Ayoun Al Hub,"tonka,vanilla,amber",Women,orangeflower,https://www.noon.com/uae-en/ayoun-al-hub-edp-100ml/N40055527A/p?o=a5e55c09c5f3806a,Arabian,100ml,,43.0,EDP
AMWAAJ Azwati,"oudwood,vanilla",Unisex,"rose,patchouli",https://www.noon.com/uae-en/azwati-edp-80ml/N40055528A/p?o=cd2bad7e1b6700cc,Arabian,80ml,,43.0,EDP
AMWAAJ Bain Qalbain,"vanilla,musk,honey",Unisex,"cashmerewood,floral",https://www.noon.com/uae-en/bain-qalbain-edp-100ml/N40055529A/p?o=a066187465c4525f,Arabian,100ml,,43.0,EDP
AMWAAJ Enayaah,"birch,patchouli,amber",Unisex,"marine,cypriol",https://www.noon.com/uae-en/enayaah-edp-100ml/N40055530A/p?o=bc7b02aacb2e58dc,Arabian,100ml,,35.0,EDP
AMWAAJ HALAM AL SHAHARIAR,"patchouli,caramel,licorice",Men,"gardenia,jasmine,honey",https://www.noon.com/uae-en/halam-al-shahariar-edp-100-ml-100ml/N40055531A/p?o=db93387151a82eaa,Arabian,100ml,,43.0,EDP
AMWAAJ Hams Al Harayer,"amber,leather",Men,"oudwood,sandalwood",https://www.noon.com/uae-en/hams-al-harayer-edp-100ml/N40055533A/p?o=dad669189da30aab,Arabian,100ml,,43.0,EDP
AMWAAJ Hamsaat Al Lail,"cashmeran,musk",Women,"tuberose,ylangylang,jasmine",https://www.noon.com/uae-en/hamsaat-al-lail-edp-100ml/N40055532A/p?o=ac59c8277fc4782f,Arabian,100ml,,43.0,EDP
AMWAAJ Hayati,"musk,vanilla,amber",Women,"pear,cassis,jasmine",https://www.noon.com/uae-en/hayati-edp-100ml/N40055534A/p?o=caaafdf024eb2c2a,Arabian,100ml,,43.0,EDP
AMWAAJ Khaltat Dhahabi,"resins,musk,incense,amber,woody",Men,"caramel,floral",https://www.noon.com/uae-en/khaltat-dhahabi-edp-100ml/N40055535A/p?o=d70f633adeabdeec,Arabian,100ml,,43.0,EDP
AMWAAJ Kunooz,"leather,ambergris",Unisex,"patchouli,rose",https://www.noon.com/uae-en/kunooz-edp-100ml/N40055536A/p?o=ca42d7ccc52d674d,Arabian,100ml,,30.0,EDP
AMWAAJ Lahan Al Khulood,"vetiver,cedarwood,whiteamber",Unisex,"pepper,amberraspberry",https://www.noon.com/uae-en/lahan-al-khulood-edp-80ml/N40055537A/p?o=c6ad09800cef5cfa,Arabian,80ml,,34.5,EDP
AMWAAJ Mazaaj,"leather,amber",Women,"mate,tonkabeans",https://www.noon.com/uae-en/mazaaj-edp-100ml/N40055540A/p?o=cb8d3e6a16cc684c,Arabian,100ml,,43.0,EDP
AMWAAJ Mutheer,sandalwoodmusk,Men,"peonygardenia,coconut",https://www.noon.com/uae-en/mutheer-edp-100ml/N40055541A/p?o=e55a9b4e2c3be35c,Arabian,100ml,,43.0,EDP
AMWAAJ Oud Al Khaleej,"oud,leather",Unisex,"patchouli,amber",https://www.noon.com/uae-en/oud-al-khaleej-edp-100ml/N40055542A/p?o=a7c6f2044738962b,Arabian,100ml,,43.2,EDP
AMWAAJ Raghba Al Hub,"vanilla,musk",Men,"rose,sugar",https://www.noon.com/uae-en/raghba-al-hub-edp-100ml/N40055543A/p?o=af76eb4680f8b65e,Arabian,100ml,,43.0,EDP
AMWAAJ Saheb Al Sumou,"amberwood,guiacwood,ambergris",Men,"violetleaf,seawater",https://www.noon.com/uae-en/saheb-al-sumou-edp-100ml/N40055544A/p?o=c2c782701502272a,Arabian,100ml,,43.0,EDP
AMWAAJ Saidathy Al Jameelah,musk,Women,tuberose,https://www.noon.com/uae-en/saidathy-al-jameelah-edp-100ml/N40055545A/p?o=d68efd67ab2f013a,Arabian,100ml,,30.0,EDP
AMWAAJ Sehr Al Kalimat,"moss,patchouli,amber",Unisex,"jasmine,leather",https://www.noon.com/uae-en/sehr-al-kalimat-edp-100ml/N40055546A/p?o=c4aa860e81b62d9e,Arabian,100ml,,30.0,EDP
AMWAAJ Shaghaf,"patchouli,sandalwood,musk",Unisex,"rose,orangeflower,jasmine",https://www.noon.com/uae-en/shaghaf-edp-100ml/N40055547A/p?o=f551390bc821bfde,Arabian,100ml,,43.2,EDP
AMWAAJ Sheikh Al Shabaab,"amber,cedar,patchouli",Men,"clarysage,cinnamon",https://www.noon.com/uae-en/sheikh-al-shabaab-edp-100ml/N40055548A/p?o=c66ca1d0f562beaf,Arabian,100ml,,43.0,EDP
AMWAAJ Ya Maraayati,"vetiver,vanilla,patchouli",Unisex,"orange,blossom,jasmine",https://www.noon.com/uae-en/ya-maraayati-edp-100ml/N40055549A/p?o=bc4c4000ed4db94e,Arabian,100ml,,43.0,EDP
AMWAAJ Zakariyat,"benzon,amber,tonka",Unisex,"jasmine,geranium,rose,lily",https://www.noon.com/uae-en/zakariyat-edp-100ml/N40055550A/p?o=b7dc8363698e319d,Arabian,100ml,,43.0,EDP
ANGEL SCHLESSER Essential,"sandalwood,musk,vetiver",Women,"peony,violet,freesia,bulgarianrose",https://www.noon.com/uae-en/essential-edp-100ml/N11202574A/p?o=a90505704f303e0a,Oriental,100ml,"redcurrant,bergamot",96.0,EDP
ANGEL SCHLESSER Essential,"sandalwood,musk,vetiver,cedar",Women,"peony,violet,freesia,bulgarianrose",https://www.noon.com/uae-en/essential-edp-50ml/N11074662A/p?o=e370550b4499872f,Clean,50ml,"redcurrant,bergamot",95.8,EDP
ANGEL SCHLESSER Femme,"musk,sage,cardamom",Women,"pimento,woody,lily",https://www.noon.com/uae-en/femme-edp-100ml/N11074658A/p?o=e03f5075a962400c,Clean,100ml,"orangeblossom,mandarinorange,juniper,bergamot",129.6,EDP
ANGEL SCHLESSER Pour ElleSensuelle,"patchouli,tonka,cypriol,nagarmotha,suede",Women,"lily,jasmine,orangeblossom,cedar",https://www.noon.com/uae-en/pour-elle-edp-sensuelle-100ml/N11074663A/p?o=ec2155eb1dcc8b5e,Fruity,100ml,"pinkpepper,bergamot,whitepeach",106.9,EDP
ANGEL SCHLESSER Pour Elle Sensuelle,"tonka,patchouli,cypriol,suede",Men,"whiteflowerslily,jasmine,orangeblossom,cedar",https://www.noon.com/uae-en/pour-elle-sensuelle-edp-100ml/N32606044A/p?o=f3dc8d8b521b94ee,Woody,100ml,"bergamot,spicyredberries,whitepeach",66.9,EDP
ANNICK GOUTAL Bois D'Hadrien,"cypress,spices,siberianpine",Unisex,ivy,https://www.noon.com/uae-en/bois-d-hadrien-edp-100ml/N36969239A/p?o=a29b9bf3511fc0bc,,100ml,lime,299.0,EDP
ANNICK GOUTAL Bois D'Hadrien,"cypress,spices,siberianpine",Unisex,ivy,https://www.noon.com/uae-en/bois-d-hadrien-edp-50ml/N36969238A/p?o=f352bceae8a1518d,,50ml,lime,204.85,EDP
ANNICK GOUTAL Nuit Et Confidences,"vanilla,whitemusk",Women,"tonka,incense,whiteflowers",https://www.noon.com/uae-en/nuit-et-confidences-edp-100millimeter/N33904872A/p?o=aa1e68efd79d9e8c,,100ml,"bergamot,blackpepper",613.0,EDP
ANNICK GOUTAL Rose Pompon,vanilla,Women,"damaskrose,violet",https://www.noon.com/uae-en/rose-pompon-edp-100ml/N39542441A/p?o=e4265d3b7c4c8f5b,Floral,100ml,"raspberry,blackcurrant,pinkpepper",317.0,EDP
ANTONIO PUIG Quorum Antonio Puig,"leather,amber,oakmoss,tobacco",Men,"cyclamen,pinetree,carnation,sandalwood,patchouli,jasmine",https://www.noon.com/uae-en/quorum-antonio-puig-edp-100ml/N13784731A/p?o=a2270e2fb8f39b4d,Citrus,100ml,"artemisia,caraway,grapefruit,bergamot,lemon",52.65,EDP
AOP Piece Elite Musk Gift Set,rosy,Unisex,"cambodianoud,roses,sandalwood",https://www.noon.com/uae-en/2-piece-elite-musk-gift-set-100ml/N44102600A/p?o=b2bb41b91d37624b,Arabian,100ml,,65.0,EDP
ARABIYAT Al Faris,spices,Unisex,woody,https://www.noon.com/uae-en/al-faris-edp-100ml/N26477547A/p?o=a95a1c2f2d6b6f4c,,100ml,oriental,27.9,EDP
ARABIYAT Intense Oud,"caramel,musk,cedarwood,patchouli,animalic,pine,vetiver",Unisex,"ylang,anise,apple,leather,artemisia",https://www.noon.com/uae-en/intense-oud-edp-100ml/N15256354A/p?o=ec7847afcbf3ffce,,100ml,"bergamot,litseacubeba",28.0,EDP
ARABIYAT Khasab Al Oud,cedar,Unisex,woody,https://www.noon.com/uae-en/khasab-al-oud-edp-100ml/N26477541A/p?o=df27c2d8ef5d128c,,100ml,oriental,32.0,EDP
ARABIYAT Khasab Al Oud Gold,,Unisex,woody,https://www.noon.com/uae-en/khasab-al-oud-gold-edp-100ml/N26477542A/p?o=f4a1324d3ea17f5d,,100ml,oriental,30.0,EDP
ARABIYAT Khasb Al Oud,"amber,musk",Unisex,"lavender,geranium",https://www.noon.com/uae-en/khasb-al-oud-edp-100ml/N26923505A/p?o=ae1fc000cf92dbfb,,100ml,"mandarinorange,blackcurrent",39.0,EDP
ARABIYAT Lamsat Al Hareer,"cedar,patchouli,musk",Women,"tuberose,jasmine,heliotrope",https://www.noon.com/uae-en/lamsat-al-hareer-edp-100ml/N26477543A/p?o=b697dc2f7636775a,,100ml,"grapes,blackcurrant",43.75,EDP
ARABIYAT Oud Al Lail,cedar,Unisex,greentea,https://www.noon.com/uae-en/oud-al-lail-edp-100ml/N26923509A/p?o=af43765cb756520a,,100ml,amber,38.0,EDP
ARABIYAT Oud Al Layl,cedar,Unisex,greentea,https://www.noon.com/uae-en/oud-al-layl-edp-100ml/N26477546A/p?o=eebfd45597fde61b,Woody,100ml,woody,29.0,EDP
ARABIYAT Zahoor Al Lail,cedar,Unisex,strawberry,https://www.noon.com/uae-en/zahoor-al-lail-edp-100ml/N26477545A/p?o=daa75879b8b1250f,,100ml,bergamot,28.0,EDP
ARIS COSMETICS Ambition,,Men,"rhubarb,freshgeranium",https://www.noon.com/uae-en/ambition-edp-100ml/N12728748A/p?o=ade92c3dd8dc42be,,100ml,"grapefruit,galbanum",30.45,EDP
ARIS COSMETICS Belissimo,"whitemusk,sandalwood,coconut",Women,"raspberry,rose",https://www.noon.com/uae-en/belissimo-edp-100ml/N12728728A/p?o=cbc06ec9235f0ada,,100ml,"rubyorange,mango,bakedapple",30.45,EDP
ARIS COSMETICS Desire,"sandalpatchouli,cedar,musk",Women,"lilypeony,lily,rose",https://www.noon.com/uae-en/desire-edp-100ml/N12728730A/p?o=ceeb0f7ce7d2debe,,100ml,"pinkpepper,freesia,violet",30.45,EDP
ARIS COSMETICS Hitman,"patchouli,frankincense,labdanum",Men,"freesia,coriander,freesia,coriander",https://www.noon.com/uae-en/hitman-edp-100ml/N12728735A/p?o=bc801fd2b5ef873b,,100ml,"frostedmint,basil",30.45,EDP
ARIS COSMETICS Technique,"geranium,jasmine",Men,"coriander,,lavender",https://www.noon.com/uae-en/technique-edp-100ml/N12728746A/p?o=da1b5f212501924a,,100ml,"bergamot,cinnamon",30.45,EDP
ARIS COSMETICS Venus,"caramel,vanilla,sandalwood,mysteriousmusk",Women,"gardenia,sharpgeranium",https://www.noon.com/uae-en/venus-edp-100ml/N12728747A/p?o=cef673e3a4ba6cdf,,100ml,"bergamot,warm,pinkpepper",39.95,EDP
ARMAF SERIES Club De Nuit Intense,"vanilla,ambergris,musk,patchouli",Women,"rose,jasmine,birch",https://www.noon.com/uae-en/club-de-nuit-intense-edp-105ml/N34172023A/p?o=af7f00e97a45fd7f,Fruity,105ml,,79.9,EDP
ARMAF SERIES Club De Nuit Urban Man,"sandalwood,vetiver,oakmoss,patchouli",Men,"ginger,nutmeg,cedar,lavender,",https://www.noon.com/uae-en/club-de-nuit-urban-man-edp-3-6ounce/N28278693A/p?o=a3b6a9f1b58133ea,,3.6ounce,"grapefruit,bergamot,cardamom,mint",104.65,EDP
ARMAF SERIES Le Femme,"patchouli,whitemusk,vanilla",Women,"lily,jasmine,saffron,rose",https://www.noon.com/uae-en/le-femme-edp-100ml/N26056282A/p?o=cb2ce6c369a8096a,,100ml,"gardenia,orange,plum,bergamot",190.0,EDP
ARMAF SERIES Le Parfait,tonka,Women,cocoa,https://www.noon.com/uae-en/le-parfait-edp-100ml/N22675811A/p?o=bbe46edbe8ddd19d,Jasmine,100ml,"tuberose,jasminesambac",59.0,EDP
ARMAF SERIES Legasi,"apple,sandalwood,musk,cedarwood",Women,"floraljasmine,cinnamon,lily",https://www.noon.com/uae-en/legasi-edp-100ml/N22675711A/p?o=e7aa799a85a706ba,Citrus,100ml,"fruityfloral,livelybergamot,lemon,peach,litchi",130.0,EDP
ARMAF SERIES Magnificent,sweet,Men,apple,https://www.noon.com/uae-en/magnificent-edp-100ml/N22675708A/p?o=e711a33412ebbc2d,Spicy,100ml,"galbanum,spicyginger",85.0,EDP
ARMAF SERIES Magnificent,"geranium,musk,patchouli",Women,"blackcurrant,rose",https://www.noon.com/uae-en/magnificent-edp-100ml/N22675709A/p?o=f2b1e5b91b76dedd,Floral,100ml,"pinkpepper,raspberry",85.0,EDP
ARMAF SERIES Niche Pink Coral,"musk,patchouli,vetiver,vanilla",Women,"rose,jasmine",https://www.noon.com/uae-en/niche-pink-coral-edp-90ml/N11201886A/p?o=dcae404450ba0cee,Floral,90ml,"orange,bergamot",113.0,EDP
ARMAF SERIES The Pride,tonka,Women,cocoa,https://www.noon.com/uae-en/the-pride-edp-100ml/N22675863A/p?o=a7a4cc9b0f4255bf,Floral,100ml,"tuberose,jasminesambac",79.0,EDP
ARMAF SERIES The Pride Of Armaf,"sandalwood,vanilla,tonka",Men,"cinnamon,nutmeg,oakmoss",https://www.noon.com/uae-en/the-pride-of-armaf-edp-100ml/N22675707A/p?o=df4b9be51a95e48c,,100ml,"bergamot,lemon,lemonverbena",79.0,EDP
ARMAF SERIES Vanity Femme Essence,"amber,musk",Women,"jasmine,magnolia,rose",https://www.noon.com/uae-en/vanity-femme-essence-edp-100ml/N23104641A/p?o=d76d69a530c8a7ca,,100ml,,100.6,EDP
ARMAF SERIES Ventana,"woods,labdanumamber",Men,"geranium,lavender,patchoulivetiver,cedar",https://www.noon.com/uae-en/ventana-edp-100ml/N22675713A/p?o=dac41dfd12f62e1a,,100ml,"bergamot,grapefruit,mandarin,lemonredfruit",78.1,EDP
ARMAND BASI In Me,"patchouli,cashmerewood,sandalwood",Women,"orangeblossom,jasminesambac,indianjasmine,magnolia,rose",https://www.noon.com/uae-en/in-me-edp-50ml/N12841373A/p?o=d3eabc8e5276ef9a,Floral,50ml,"pinkpepper,pinkgrapefruit,raspberry,ginger",41.1,EDP
ARMAND BASI In Red,"musk,woodynotes",Women,"jasmine,rose,lily,violet",https://www.noon.com/uae-en/in-red-edp-100ml/N11201890A/p?o=f51a59e5a294673f,Floral,100ml,,93.05,EDP
ATELIER DES ORS Aube Rubis,"patchouli,haitianvetiver,praline",Women,"sage,violet,iris",https://www.noon.com/uae-en/aube-rubis-edp-100ml/N12582166A/p?o=f9a3703826e2f2cd,Fruity,100ml,"bergamot,grapefruit,blackcurrant",464.95,EDP
ATELIER DES ORS Aube Rubis,"patchouli,haitianvetiver,praline",Unisex,"sage,violet,iris",https://www.noon.com/uae-en/aube-rubis-edp-100ml/N21408413A/p?o=be24f8d886f1017e,Fruity,100ml,"bergamot,grapefruit,blackcurrant",478.6,EDP
ATELIER DES ORS Choeur Des Anges,"sonocedro,ambraemiele",Unisex,"orangeblossom,carrotseed,osmanthus",https://www.noon.com/uae-en/choeur-des-anges-edp-100ml/N26481692A/p?o=e94a8cdfbd9d522b,,100ml,"bloodorange,blackcurrant,pear",477.0,EDP
ATELIER DES ORS Crepuscule Des Ames,"irace,patchouli",Unisex,"hyssop,incense,pimento",https://www.noon.com/uae-en/crepuscule-des-ames-edp-100ml/N26481693A/p?o=f5054d450568fa6d,,100ml,"mandarin,cardamom,clarysage",457.0,EDP
ATELIER DES ORS Cuir Sacre,"leather,vetiver,cypriol,nagarmotha",Unisex,"incense,saffron,cedar",https://www.noon.com/uae-en/cuir-sacre-edp-100ml/N21408408A/p?o=e2023826baf3c09f,Fruity,100ml,"juniperberries,cardamom,cypress",449.95,EDP
ATELIER DES ORS Iris Fauve,"myrrh,musk,labdanum,liatris",Unisex,"patchouli,haitianvetiver,cypriol,nagarmotha",https://www.noon.com/uae-en/iris-fauve-edp-100ml/N23097875A/p?o=a7a8af0d814dd5de,,100ml,,449.95,EDP
ATELIER DES ORS Larmes De Desert,"citruses,amber,benzoin,woodsynotes",Women,"patchouli,guaiacwood,cedar",https://www.noon.com/uae-en/larmes-de-desert-edp-100ml/N12582168A/p?o=eebe3c1ea1b1dffc,,100ml,"incense,cypress",449.95,EDP
ATELIER DES ORS Lune Feline,"tahitianvanilla,perubalsam,musk",Unisex,"green,cedarwood,ambregris,styrax,wood",https://www.noon.com/uae-en/lune-feline-edp-100ml/N12582169A/p?o=e7516d08f8a84fbb,,100ml,"cinnamon,cardamom,pinkpepper",498.15,EDP
ATELIER DES ORS Nuda Veritas,"patchouli,marigolds,ambroxan,oakmoss,ambretteseeds",Unisex,"jasminesambacjasmine,osmanthus,chinese,tiareflower",https://www.noon.com/uae-en/nuda-veritas-edp-100ml/N26481694A/p?o=c7e7be453c50f0fe,Floral,100ml,"bergamot,cab,orangeblossom",433.0,EDP
ATELIER DES ORS Rose Omeyyade,"amber,sandalwood,oud",Unisex,"patchouli,gaiac,brownsugar",https://www.noon.com/uae-en/rose-omeyyade-edp-100ml/N21408409A/p?o=e9b0d5038c62721f,,100ml,"raspberry,rose,pinkpepper",492.6,EDP
ATELIER FLOU Sloane Rose,"cedar,ambergris",Women,rose,https://www.noon.com/uae-en/sloane-rose-edp-100ml/N11074680A/p?o=ac27cff4f6539cee,,100ml,"jasmine,violetleaf,orange",499.0,EDP
ATTAR COLLECTION Al Rayhan,",",Unisex,,https://www.noon.com/uae-en/al-rayhan-edp-100-ml-100mililitre/N41328175A/p?o=decc3d0f551d824e,Floral,100ml,,272.5,EDP
AURORA Amorist,"cashmeran,haitianvetiver,cedar,incense",Women,"rose,peony,petalia,vanilla,musk",https://www.noon.com/uae-en/amorist-edp-100ml/N21180166A/p?o=e58de51a0f49864b,Vanilla,100ml,"bergamot,rhubarb,litchi,nutmeg",320.0,EDP
AURORA Romance D'Amour Hot,"patchouli,amber",Unisex,"ylangylangg,rose,honey",https://www.noon.com/uae-en/romance-d-amour-hot-edp-100ml/N21180196A/p?o=ffe96f660934e54b,Woody,100ml,orangeblossom,205.0,EDP
AUTHENTIC Petrichor,"leather,oud,patchouli,sandalwood",Unisex,"amber,opoponax,incense,citrus",https://www.noon.com/uae-en/petrichor-edp-100ml/N13233912A/p?o=b39e7b2204dfd0cf,,100ml,"bergamot,oregano,spice",39.95,EDP
AVON Always,cashmerewoods,Women,orangeblossoms,https://www.noon.com/uae-en/always-edp-50ml/N19904409A/p?o=f319d00cf32daaae,Floral,50ml,neroli,165.0,EDP
AVON Attraction For Her,vanillaamber,Women,magneticmusk,https://www.noon.com/uae-en/attraction-for-her-eau-de-parfum-50ml/N41910778A/p?o=af34c2ff62f7d68a,Fresh,50ml,,150.0,EDP
AVON Cherish,"tiareflower,whitemusk,sandalwood",Women,"cherryblossom,jasminesambac,mimosa",https://www.noon.com/uae-en/cherish-edp-50ml/N45940893A/p?o=e68df7cb1961ed2b,Floral,50ml,,125.0,EDP
AVON EVE Alluring,"amber,musk,sandalwood",Women,"neroli,irisflower",https://www.noon.com/uae-en/eve-alluring-edp-50ml/N19904412A/p?o=fb4fc43d5aaef7fc,Oriental,50ml,"plum,freesia,violet",114.0,EDP
AVON Eve Alluring,"amber,musk,sandalwood",Women,"neroli,irisflower",https://www.noon.com/uae-en/eve-alluring-edp-50ml/N30391372A/p?o=f0ed06b30704474f,,50ml,,119.0,EDP
AVON Eve Confidence,"musk,vanilla,woodynotes",Women,"blackcurrant,jasmine,redfruits",https://www.noon.com/uae-en/eve-confidence-edp-50ml/N19970917A/p?o=b13550f82bdcffdf,Oriental,50ml,"frangipani,pear,whippedcream",99.0,EDP
AVON Eve Confidence,oakwood,Women,frangipani,https://www.noon.com/uae-en/eve-confidence-edp-50ml/N41910790A/p?o=a71e81128439f6be,Fresh,50ml,,145.0,EDP
AVON Eve Du/Et,patchouli,Women,waterlily,https://www.noon.com/uae-en/eve-du-et-edp-25ml/N19904413A/p?o=e40ff5a7cff33d5b,Floral,25ml,,60.0,EDP
AVON Eve Truth,"cedar,musk,amber",Women,"pinkfreesia,peony,gardenia",https://www.noon.com/uae-en/eve-truth-edp-50ml/N45940894A/p?o=effb5861fa51af6b,Floral,50ml,,135.0,EDP
AVON Far Away Glamour,madagascarvanilla,Women,blackcurrantbud,https://www.noon.com/uae-en/far-away-glamour-edp-50ml/N42543455A/p?o=b99402ab85aa691b,Fresh,50ml,,145.0,EDP
AVON Far Away Gold,"madagascarvanilla,sandalwood,amber",Women,"orangeblossom,ylangylangg,indianjasmine",https://www.noon.com/uae-en/far-away-gold-edp-50ml/N13580911A/p?o=a878b3ff98d63fcf,,50ml,"peach,fressia,osmanthus",130.0,EDP
AVON Far Away Rebel Diva,"popocorn,caramel",Women,jasminesambac,https://www.noon.com/uae-en/far-away-rebel-diva-edp-50ml/N45940879A/p?o=ba91f6ecadbb2d8a,Floral,50ml,,145.0,EDP
AVON Far Away Rebel,"patchouli,saltedcaramel,chocolate,amber",Women,"orangeblossom,lily,jasmine",https://www.noon.com/uae-en/far-away-rebel-edp-50ml/N20698840A/p?o=f68e0235a539bcce,,50ml,"blackcurrantliqueur,redfruits,plum",145.0,EDP
AVON Free for Her,"amber,patchouli",Women,"magnolia,tygerlily,orangeblossom",https://www.noon.com/uae-en/free-for-her-edp-50ml/N45940877A/p?o=d8003f579d24e7db,Floral,50ml,,120.0,EDP
AVON Her Story,"patchouli,benzoin,vetiver",Women,"iris,rose,immortelle",https://www.noon.com/uae-en/her-story-edp-50ml/N40640959A/p?o=c137de4a491125ae,Floral,50ml,,130.0,EDP
AVON Incandessence,"benzoin,cedar,vetiver,musk",Women,"neroli,orangeblossom,orris",https://www.noon.com/uae-en/incandessence-edp-50ml/N42543399A/p?o=b735d830e759aace,Fresh,50ml,"orchid,lilyofthevalley,cyclamen",139.0,EDP
AVON IncandessenceNatural Spray,orchid,Women,"tulip,peony",https://www.noon.com/uae-en/incandessence-eau-de-parfum-natural-spray-30ml/N28279032A/p?o=f32c91ead13a197f,,30ml,,49.0,EDP
AVON Incandessence Enjoy,"musk,sandalwood,amber",Women,"gardenia,sunflower,orangeblossom",https://www.noon.com/uae-en/incandessence-enjoy-edp-50ml/N43213486A/p?o=e7cd29f6271d906a,Fruity,50ml,,189.0,EDP
